(143270):14g8:[#]{04120609}      | Zooming in ... 
(3C5A98):g7g2:[:]{04120609}      | You drop the birch-bark box of turnip seeds.
(143270):g7g2:[#]{04120609}      | Things that are here:
(000000):g7g2:[4]{04120609}      | 45 eagle owl feathers
(000000):g7g2:[3]{04120609}      | 37 kuikka feathers
(000000):g7g2:[2]{04120609}      | 23 mallard feathers
(000000):g7g2:[1]{04120609}      | 19 goldeneye feathers
(143270):g7g2:[#]{04120609}      | You see a patch of 5 growing milkweeds here.
(3C5A98):g7g2:[:]{04120609}      | It can be harvested after a day. 
(143270):g7g2:[#]{04120609}      | Things that are here:
(000000):g7g2:[2]{04120609}      | 23 slender tree trunks
(000000):g7g2:[1]{04120609}      | 14 boards
(000000):g7g2:[f]{04120609}      | fine board
(000000):g7g2:[1]{04120609}      | 16 inferior boards
(143270):g7g2:[#]{04120609}      | You see a patch of 3 growing milkweeds here.
(3C5A98):g7g2:[:]{04120609}      | It can be harvested after half a week. 
(143270):g7g2:[#]{04120609}      | You see a log here.
(143270):g7g2:[#]{04120609}      | HANDCRAFT OPTIONS: Building
(143270):g7g2:[#]{04120609}      | BUILDING OPTIONS: Wooden building
(143270):g7g2:[#]{04120609}      | WOODEN BUILDING: North-east corner
(143270):g7g2:[#]{04120609}      | You continue working on the partially built north-east corner (under construction).
(147870):g7g2:[?]{04120609}      | (1) You need axe for carving the logs - preferably a carving axe.
(AB5700):g7g2:[+]{04120609}      | The carving axe in your inventory will be used.
(147870):g7g2:[?]{04120609}      | (2) You need axe for finishing the walls - preferably a broad axe.
(AB5700):g7g2:[+]{04120609}      | The broad axe in your inventory will be used.
(000000):g7g2:[O]{04120609}      | Ok, you have all the necessary equipment!
(000000):g7g2:[Y]{04120609}      | You start building...
(000000):g7g2:[S]{04120609}      | Small Rig barks in hunger.
(3C5A98):g7g3:[:]{04120609}      | You are feeling rather warm.
(000000):g7g3:[S]{04120609}      | Small Rig barks in hunger.
(663333):g7g3:[&]{04120609}      | You are too tired to continue! You need to sleep.
(575757):g7g3:[_]{04120609}      | Task paused, to be continued at will.
(3C5A98):g7g3:[:]{04120609}      | You are too tired to stay on your feet.
(3C5A98):g7g3:[:]{04120609}      | You drop the 2 black grouse cuts.
(3C5A98):g7g3:[:]{04120609}      | You crawl.
(143270):g7g3:[#]{04120609}      | Zooming out ... 
(143270):g7g3:[#]{04120609}      | Zooming in ... 
(000000):g7g3:[Y]{04120609}      | You have come at your settlement and enter the familiar and cosy courtyard.You take a closer look at this area.
(143270):g7g3:[#]{04120609}      | ANIMAL COMMANDS: Eat now
(663333):g7g3:[&]{04120609}      | "Eat now, Small Rig."
(000000):g7g3:[S]{04120609}      | Small Rig gives you a happy look.
(000000):g7g3:[S]{04120609}      | Small Rig eats black grouse cut.
(143270):g7g3:[#]{04120609}      | ANIMAL COMMANDS: Eat now
(663333):g7g3:[&]{04120609}      | "Eat now, Small Rig."
(000000):g7g3:[S]{04120609}      | Small Rig gives you a happy look.
(000000):g7g3:[S]{04120609}      | Small Rig eats black grouse cut.
(AB5700):g7g3:[+]{04120609}      | You gently set the black grouse cut on the ground as a sacrifice.
(143270):g7g3:[#]{04120609}      | You feel comfortable.
(A80000):g7g3:[!]{04120609}      | Doing this ritual feels meaningless.
(3C5A98):g7g3:[:]{04120609}      | You crawl.
(143270):g7g3:[#]{04120609}      | You see a log here.
(3C5A98):g7g3:[:]{04120609}      | You crawl.
(143270):g7g3:[#]{04120609}      | You see a patch of 3 growing milkweeds here.
(3C5A98):g7g3:[:]{04120609}      | It can be harvested after half a week. 
(3C5A98):g7g3:[:]{04120609}      | You crawl.
(143270):g7g3:[#]{04120609}      | Things that are here:
(000000):g7g3:[2]{04120609}      | 23 slender tree trunks
(000000):g7g3:[1]{04120609}      | 14 boards
(000000):g7g3:[f]{04120609}      | fine board
(000000):g7g3:[1]{04120609}      | 16 inferior boards
(3C5A98):g7g3:[:]{04120609}      | You crawl.
(143270):g7g3:[#]{04120609}      | You see a patch of 5 growing milkweeds here.
(3C5A98):g7g3:[:]{04120609}      | It can be harvested after a day. 
(3C5A98):g7g3:[:]{04120609}      | You crawl.
(143270):g7g3:[#]{04120609}      | You see a harsh ermine leather here.
(3C5A98):g7g3:[:]{04120609}      | You lay down and fall asleep.
(143270):g7g3:[#]{04120609}      | Zzzz... [HOLD ON]
(3C5A98):g7ge:[:]{04120609}      | You wake up.
(663333):g7ge:[&]{04120609}      | You get back on your feet.
(3C5A98):g7gf:[:]{04120609}      | You are feeling rather warm.
(663333):g7gf:[&]{04120609}      | You are a bit hungry.
(663333):g7gf:[&]{04120609}      | You are a bit thirsty.
(143270):g7gf:[#]{04120609}      | Zooming out ... 
(3C5A98):g7gg:[:]{0412060C}      | You are feeling rather warm.
(143270):g7gg:[#]{0412060D}      | You see a branch here.
(663333):g7gg:[&]{0412060D}      | You are a bit thirsty.
(143270):g7gg:[#]{0412060F}      | There is a shelter at this location.
(143270):g7gg:[#]{0412060F}      | There is set trap(s) at this location.
(143270):g7gg:[#]{0412060F}      | Zooming in ... 
(000000):g7gg:[B]{0412060F}      | By this lake, where the surface of the water reflects images of both you and the skies above, you take a closer look at this area.
(000000):g7gg:[Y]{0412060F}      | You hear kuikka calling in the west.
(143270):g7gg:[#]{0412060F}      | Things that are here:
(000000):g7gg:[h]{0412060F}      | harsh tanning hazel grouse-skin
(000000):g7gg:[h]{0412060F}      | harsh tanning black grouse-skin
(000000):g7gg:[t]{0412060F}      | tanning black grouse-skin
(3C5A98):g7gg:[:]{0412060F}      | You pick up the harsh tanning hazel grouse-skin.
(3C5A98):g7gg:[:]{0412060F}      | You pick up the harsh tanning black grouse-skin.
(3C5A98):g7gg:[:]{0412060F}      | You pick up the tanning black grouse-skin.
(143270):g7gg:[#]{0412060F}      | Using: HIDEWORKING
(143270):g7gg:[#]{0412060F}      | Hidework option: Clean the skin
(143270):g7gg:[#]{0412060F}      | Using: AGRICULTURE
(143270):g7gg:[#]{0412060F}      | Agriculture option: Thresh (for grain/seeds/leaves)
(A80000):g7gg:[!]{0412060F}      | There's is nothing to thresh at this very location!
(143270):g7gg:[#]{0412060F}      | Using: HIDEWORKING
(143270):g7gg:[#]{0412060F}      | Hidework option: Tan the skin
(143270):g7gg:[#]{0412060F}      | Tanning process now requires you to rinse and dry the skin.
(147870):g7gg:[?]{0412060F}      | (1) You need 0.10 Lbs of water.
(000000):g7gg:[T]{0412060F}      | There is plenty of water nearby.
(000000):g7gg:[O]{0412060F}      | Ok, you have all the necessary equipment!
(143270):g7gg:[#]{0412060F}      | You scrape off the tanning mixture and rinse the skin clean.
(143270):g7gg:[#]{0412060F}      | The skin is now left to hang until it's dry enough to continue tanning.
(575757):g7gg:[_]{0412060F}      | This step is complete in a few hours. After that, continue tanning the skin until the whole process is finished off.
(143270):g7gg:[#]{0412060F}      | Tanning process now requires you to rinse and dry the skin.
(147870):g7gg:[?]{0412060F}      | (1) You need 0.13 Lbs of water.
(000000):g7gg:[T]{0412060F}      | There is plenty of water nearby.
(000000):g7gg:[O]{0412060F}      | Ok, you have all the necessary equipment!
(143270):g7gg:[#]{0412060F}      | You scrape off the tanning mixture and rinse the skin clean.
(143270):g7gg:[#]{0412060F}      | The skin is now left to hang until it's dry enough to continue tanning.
(575757):g7gg:[_]{0412060F}      | This step is complete in a few hours. After that, continue tanning the skin until the whole process is finished off.
(575757):g7gg:[_]{0412060F}      | You could have done better, but can't make good out of bad.
(143270):g7gg:[#]{0412060F}      | Tanning process now requires you to rinse and dry the skin.
(147870):g7gg:[?]{0412060F}      | (1) You need 0.14 Lbs of water.
(000000):g7gg:[T]{0412060F}      | There is plenty of water nearby.
(000000):g7gg:[O]{0412060F}      | Ok, you have all the necessary equipment!
(143270):g7gg:[#]{0412060F}      | You scrape off the tanning mixture and rinse the skin clean.
(143270):g7gg:[#]{0412060F}      | The skin is now left to hang until it's dry enough to continue tanning.
(575757):g7gg:[_]{0412060F}      | This step is complete in a few hours. After that, continue tanning the skin until the whole process is finished off.
(575757):g7gg:[_]{0412060F}      | You could have done better, but can't make good out of bad.
(147870):g7gg:[?]{0412060F}      | Drink from the natural source?
(3C5A98):g7gg:[:]{0412060F}      | You drink some water.
(008000):g7gg:[=]{0412060F}      | Your thirst is extinguished.
(000000):g7gg:[I]{0412060F}      | It's very tasty.
(008000):g7gg:[=]{0412060F}      | Burp! Your stomach is full.
(3C5A98):g7gg:[:]{0412060F}      | You finish eating some of that roasted pike.
(000000):g7gg:[S]{0412060F}      | Small Rig withdraws from your way.
(143270):g7gg:[#]{0412060F}      | You see a burnt-out fire here.
(143270):g7gg:[#]{0412060F}      | You see an inferior raft here.
(143270):g7gg:[#]{0412060F}      | You see 7 blocks of wood here.
(143270):g7gg:[#]{0412060F}      | Using: HERBLORE
(000000):g7gg:[Y]{0412060F}      | You do not recognize what the whimsical grass might be.
(143270):g7gg:[#]{0412060F}      | Zooming out ... 
(143270):g7gg:[#]{0412060F}      | Zooming in ... 
(000000):g7gg:[B]{0412060F}      | Branches bend and curve above your head here in the majestic temple of the ageless forest as you take a closer look at this area.
(3C5A98):g7gh:[:]{0412060F}      | You are feeling rather warm.
(143270):g7gh:[#]{0412060F}      | You see a rock here.
(143270):g7gh:[#]{0412060F}      | You see 12 inferior boards here.
(3C5A98):g7gh:[:]{0412060F}      | You pick up the 7 inferior boards.
(3C5A98):g7gh:[:]{0412060F}      | You pick up the 5 inferior boards.
(143270):g7gh:[#]{0412060F}      | Zooming out ... 
(143270):g7gh:[#]{0412060D}      | You see a branch here.
(143270):g7gh:[#]{04120609}      | There's your settlement at this location.
(143270):g7gh:[#]{04120609}      | There is a shelter at this location.
(143270):g7gh:[#]{04120609}      | There is set trap(s) at this location.
(143270):g7gh:[#]{04120609}      | Zooming in ... 
(000000):g7gh:[Y]{04120609}      | You have come at your settlement and enter the familiar and cosy courtyard.You take a closer look at this area.
(143270):g7gh:[#]{04120609}      | You see a patch of 4 growing milkweeds here.
(3C5A98):g7gh:[:]{04120609}      | It can be harvested after two days. 
(143270):g7gh:[#]{04120609}      | You see a patch of 5 milkweeds here.
(143270):g7gh:[#]{04120609}      | Things that are here:
(000000):g7gh:[2]{04120609}      | 23 slender tree trunks
(000000):g7gh:[1]{04120609}      | 14 boards
(000000):g7gh:[f]{04120609}      | fine board
(000000):g7gh:[1]{04120609}      | 16 inferior boards
(3C5A98):g7gh:[:]{04120609}      | You drop the 12 inferior boards.
(000000):g7gh:[I]{04120609}      | It's plain good turnip.
(008000):g7gh:[=]{04120609}      | Burp! Your stomach is full.
(3C5A98):g7gh:[:]{04120609}      | You finish eating the turnip.
(143270):g7gh:[#]{04120609}      | You see a patch of 5 milkweeds here.
(143270):g7gh:[#]{04120609}      | Using: AGRICULTURE
(143270):g7gh:[#]{04120609}      | Agriculture option: Harvest
(000000):g7gh:[O]{04120609}      | Ok. You harvested 5 milkweeds.
(143270):g7gh:[#]{04120609}      | You see 5 milkweeds here.
(143270):g7gh:[#]{04120609}      | Using: AGRICULTURE
(143270):g7gh:[#]{04120609}      | Agriculture option: Thresh (for grain/seeds/leaves)
(3C5A98):g7gi:[:]{04120609}      | You are feeling rather warm.
(3C5A98):g7gi:[:]{04120609}      | You finish threshing having the harvest now lying on the ground here.
(3C5A98):g7gi:[:]{04120609}      | You pick up the 5 milkweed roots.
(3C5A98):g7gi:[:]{04120609}      | You pick up the 5 fistfuls of milkweed leaves.
(143270):g7gi:[#]{04120609}      | You see a patch of 3 milkweeds here.
(143270):g7gi:[#]{04120609}      | Using: AGRICULTURE
(143270):g7gi:[#]{04120609}      | Agriculture option: Harvest
(000000):g7gi:[O]{04120609}      | Ok. You harvested 3 milkweeds.
(143270):g7gi:[#]{04120609}      | You see 3 milkweeds here.
(143270):g7gi:[#]{04120609}      | Using: AGRICULTURE
(143270):g7gi:[#]{04120609}      | Agriculture option: Thresh (for grain/seeds/leaves)
(3C5A98):g7gi:[:]{04120609}      | You finish threshing having the harvest now lying on the ground here.
(3C5A98):g7gi:[:]{04120609}      | You pick up the 3 milkweed roots.
(3C5A98):g7gi:[:]{04120609}      | You pick up the 3 fistfuls of milkweed leaves.
(143270):g7gi:[#]{04120609}      | Things that are here:
(000000):g7gi:[4]{04120609}      | 45 eagle owl feathers
(000000):g7gi:[3]{04120609}      | 37 kuikka feathers
(000000):g7gi:[2]{04120609}      | 23 mallard feathers
(000000):g7gi:[1]{04120609}      | 19 goldeneye feathers
(143270):g7gi:[#]{04120609}      | Things that are here:
(000000):g7gi:[3]{04120609}      | 3 milkweed roots
(000000):g7gi:[3]{04120609}      | 3 fistfuls of milkweed leaves
(000000):g7gi:[2]{04120609}      | 2 puzzling roots
(000000):g7gi:[2]{04120609}      | 2 bunches of puzzling leaves
(000000):g7gi:[2]{04120609}      | 2 bunches of puzzling flowers
(000000):g7gi:[b]{04120609}      | birch-bark box of turnip seeds
(3C5A98):g7gi:[:]{04120609}      | You drop the 8 milkweed roots.
(3C5A98):g7gi:[:]{04120609}      | You drop the 8 fistfuls of milkweed leaves.
(000000):g7gi:[S]{04120609}      | Small Rig withdraws from your way.
(143270):g7gi:[#]{04120609}      | Things that are here:
(000000):g7gi:[4]{04120609}      | 45 eagle owl feathers
(000000):g7gi:[3]{04120609}      | 37 kuikka feathers
(000000):g7gi:[2]{04120609}      | 23 mallard feathers
(000000):g7gi:[1]{04120609}      | 19 goldeneye feathers
(143270):g7gi:[#]{04120609}      | Things that are here:
(000000):g7gi:[2]{04120609}      | 23 slender tree trunks
(000000):g7gi:[1]{04120609}      | 14 boards
(000000):g7gi:[f]{04120609}      | fine board
(000000):g7gi:[2]{04120609}      | 28 inferior boards
(143270):g7gi:[#]{04120609}      | You see a patch of 3 growing milkweeds here.
(3C5A98):g7gi:[:]{04120609}      | It can be harvested after few days. 
(143270):g7gi:[#]{04120609}      | You see a log here.
(143270):g7gi:[#]{04120609}      | HANDCRAFT OPTIONS: Building
(143270):g7gi:[#]{04120609}      | BUILDING OPTIONS: Wooden building
(143270):g7gi:[#]{04120609}      | WOODEN BUILDING: North-east corner
(143270):g7gi:[#]{04120609}      | You continue working on the half-finished north-east corner (under construction).
(147870):g7gi:[?]{04120609}      | (1) You need axe for carving the logs - preferably a carving axe.
(AB5700):g7gi:[+]{04120609}      | The carving axe in your inventory will be used.
(147870):g7gi:[?]{04120609}      | (2) You need axe for finishing the walls - preferably a broad axe.
(AB5700):g7gi:[+]{04120609}      | The broad axe in your inventory will be used.
(000000):g7gi:[O]{04120609}      | Ok, you have all the necessary equipment!
(000000):g7gi:[Y]{04120609}      | You start building...
(3C5A98):g7gj:[:]{04120609}      | You are feeling rather warm.
(3C5A98):g7gl:[:]{04120609}      | Meanwhile, hazel grouse enters your view...
(147870):g7gl:[?]{04120609}      | Abort task?
(3C5A98):g7gm:[:]{04120609}      | You are feeling rather warm.
(000000):g7gm:[O]{04120609}      | Ok. You finish the current building job.
(663333):g7gm:[&]{04120609}      | You have rested away the fatigue.
(000000):g7gm:[I]{04120609}      | It's very tasty.
(008000):g7gm:[=]{04120609}      | Burp! Your stomach is full.
(3C5A98):g7gm:[:]{04120609}      | You finish eating the tasty roasted pike.
(000000):g7gm:[S]{04120609}      | Small Rig withdraws from your way.
